,wikidata,osmid,type
1005,Q2260369,122976195,way
1006,Q2262012,344955294,way
1007,Q2262394,167190128,way
1008,Q2262617,117422146,way
1009,Q2262675,68562174,way
1010,Q2263308,22720153,way
1011,Q2263559,279352733,way
1012,Q2263885,191577022,way
1013,Q2265033,101601966,way
1014,Q2265373,235314707,way
1015,Q2265764,91551247,way
1016,Q2266811,202523831,way
1017,Q2268534,123684302,way
1018,Q2269748,117445838,way
1019,Q2273247,119131785,way
1020,Q2275701,682313982,way
1021,Q2276035,202242209,way
1022,Q2276966,61981367,way
1023,Q2277302,231111017,way
1024,Q2281370,121053706,way
1025,Q2281455,91589538,way
1026,Q2283036,107842804,way
1027,Q2285051,139957993,way
1028,Q2285557,127761611,way
1029,Q2286229,359980634,way
1030,Q2286509,192777064,way
1031,Q2287032,244261643,way
1032,Q2287833,139118376,way
1033,Q2288092,168699533,way
1034,Q2289403,10989528,relation
1035,Q2289520,147579950,way
1036,Q2290275,107921079,way
1037,Q2291317,228184752,way
1038,Q2292813,738287775,way
1039,Q2293094,126472893,way
1040,Q2293606,91140622,way
1041,Q2294625,144445347,way
1042,Q2295374,790982241,way
1043,Q2298047,141910732,way
1044,Q2298276,49753406,way
1045,Q2298594,310573149,way
1046,Q2299219,89122561,way
1047,Q2299324,187922260,way
1048,Q2299768,90720974,way
1049,Q2299977,115573644,way
1050,Q2300103,192640390,way
1051,Q2300382,32529350,way
1052,Q2301176,161980548,way
1053,Q2301520,80755667,way
1054,Q2301779,194916743,way
1055,Q2302583,132642169,way
1056,Q2303738,373110794,way
1057,Q2304506,736592811,way
1058,Q2304572,309297813,way
1059,Q2305190,117442656,way
1060,Q2306534,166554941,way
1061,Q2307493,309297800,way
1062,Q2307942,39303004,way
1063,Q2309827,90544798,way
1064,Q2309851,90602636,way
1065,Q2310409,33205712,way
1066,Q2310594,247647573,way
1067,Q2311316,10212125,relation
1068,Q2312998,240635150,way
1069,Q2313018,791064541,way
1070,Q2313287,243902396,way
1071,Q2313360,117374114,way
1072,Q2313879,248307022,way
1073,Q2314465,594329286,way
1074,Q2315513,10079871,relation
1075,Q2317674,90664019,way
1076,Q2317952,682792350,way
1077,Q2318180,93904327,way
1078,Q2318696,231403214,way
1079,Q2320095,99191228,way
1080,Q2321847,88049041,way
1081,Q2323932,90542038,way
1082,Q2323953,5864285225,node
1083,Q2323997,791451247,way
1084,Q2326014,90710109,way
1085,Q2326822,232023979,way
1086,Q2327118,25623929,way
1087,Q2327123,19973578,way
1088,Q2327125,23759147,way
1089,Q2327129,5108576,way
1090,Q2327192,14477105,way
1091,Q2327344,119108517,way
1092,Q2328778,364736703,way
1093,Q2328791,187152230,way
1094,Q2329109,123770999,way
1095,Q2330364,117427014,way
1096,Q2330405,3348082,relation
1097,Q2331354,118514925,way
1098,Q2331657,81565222,way
1099,Q2333369,90545134,way
1100,Q2334044,94645718,way
1101,Q2334314,169096912,way
1102,Q2334747,121131905,way
1103,Q2335004,117445840,way
1104,Q2335375,191577000,way
1105,Q2336771,673987727,way
1106,Q2337594,89049227,way
1107,Q2337735,133092494,way
1108,Q2338233,684024453,way
1109,Q2338266,246632497,way
1110,Q2338922,117440810,way
1111,Q2339049,194238967,way
1112,Q2339386,85600336,way
1113,Q2339520,159244403,way
1114,Q2339739,25896037,way
1115,Q2341357,119106664,way
1116,Q2342322,133388569,way
1117,Q2343063,313123366,way
1118,Q2343433,4990457,way
1119,Q2343527,77836058,way
1120,Q2344304,123683890,way
1121,Q2345012,536991559,way
1122,Q2346018,189424676,way
1123,Q2346712,738332370,way
1124,Q2347585,121053688,way
1125,Q2347661,54727292,way
1126,Q2348237,49161491,way
1127,Q2348895,156348336,way
1128,Q2350029,717759502,way
1129,Q2352113,122976199,way
1130,Q2353083,246062009,way
1131,Q2353463,142382940,way
1132,Q2353502,96200288,way
1133,Q2354657,52134171,way
1134,Q2354682,108358337,way
1135,Q2356967,202339605,way
1136,Q2357296,89366081,way
1137,Q2358556,206689428,way
1138,Q2358943,247282156,way
1139,Q2359072,98582914,way
1140,Q2359086,143986412,way
1141,Q2359393,141026515,way
1142,Q2360331,140412825,way
1143,Q2360938,339573229,way
1144,Q2361084,314600427,way
1145,Q2361738,880894619,node
1146,Q2362479,4199594,relation
1147,Q2362541,93851704,way
1148,Q2363527,654338704,way
1149,Q2364019,191576986,way
1150,Q2365602,137468032,way
1151,Q2366385,83421054,way
1152,Q2366627,122454833,way
1153,Q2368419,120634123,way
1154,Q2369533,193481077,way
1155,Q2369971,43973511,way
1156,Q2370207,232824151,way
1157,Q2370626,141196348,way
1158,Q2370810,90545417,way
1159,Q2372651,117446414,way
1160,Q2376071,98711516,way
1161,Q2376647,229340236,way
1162,Q2377178,141911956,way
1163,Q2377348,8089106,relation
1164,Q2377847,790958823,way
1165,Q2378749,102777807,way
1166,Q2378790,149590588,way
1167,Q2378915,191576997,way
1168,Q2378987,673227853,way
1169,Q2379345,242567301,way
1170,Q2379480,85787453,way
1171,Q2380110,128914739,way
1172,Q2381120,120311867,way
1173,Q2381487,120861841,way
1174,Q2381580,79322597,way
1175,Q2382676,791115845,way
1176,Q2384108,90719767,way
1177,Q2384460,117530953,way
1178,Q2385845,227817041,way
1179,Q2385880,202461175,way
1180,Q2386432,9399548280,node
1181,Q2387689,242067217,way
1182,Q2387857,226309408,way
1183,Q2388521,6814904,relation
1184,Q2389152,673503961,way
1185,Q2391469,202339576,way
1186,Q2392594,546181646,way
1187,Q2392826,59985305,way
1188,Q2393256,413689759,way
1189,Q2397402,150551408,way
1190,Q2397667,939060274,way
1191,Q2398034,202339574,way
1192,Q2399151,267039267,way
1193,Q2401383,148259295,way
1194,Q2403138,178171932,way
1195,Q2405173,119112213,way
1196,Q2407981,199130189,way
1197,Q2409013,91551737,way
1198,Q2409043,286469023,way
1199,Q2409831,139957994,way
1200,Q2412963,122653769,way
1201,Q2413355,95284932,way
1202,Q2414920,59851115,way
1203,Q2415322,97508169,way
1204,Q2415394,119109775,way
1205,Q2415834,101354303,way
1206,Q2417165,676400345,way
1207,Q2417920,204017036,way
1208,Q2419925,90537919,way
1209,Q2423711,202523790,way
1210,Q2423868,239276510,way
1211,Q2424144,6343454,way
1212,Q2427229,188030421,way
1213,Q2427870,333502001,way
1214,Q2428043,246055744,way
1215,Q2428425,198375462,way
1216,Q2429032,96646567,way
1217,Q2430868,791072566,way
1218,Q2431075,104997595,way
1219,Q2431367,118692450,way
1220,Q2431892,199754136,way
1221,Q2432004,42807468,way
1222,Q2432083,122976201,way
1223,Q2433107,330026291,way
1224,Q2435214,120649893,way
1225,Q2436086,34554623,way
1226,Q2436408,75911767,way
1227,Q2437093,333290224,way
1228,Q2437407,248188709,way
1229,Q2439525,90599266,way
1230,Q2440047,199766974,way
1231,Q2441488,316128303,way
1232,Q2441727,197022449,way
1233,Q2442500,225477017,way
1234,Q2443370,127221299,way
1235,Q2443848,202523785,way
1236,Q2444377,2736670,relation
1237,Q2444786,161963841,way
1238,Q2445744,119113046,way
1239,Q2446134,246438606,way
1240,Q2446888,191082121,way
1241,Q2447865,43766011,way
1242,Q2448004,34966185,way
1243,Q2448956,682317452,way
1244,Q2449058,91137535,way
1245,Q2449634,87136680,way
1246,Q2450476,684023334,way
1247,Q2451234,80754421,way
1248,Q2451888,246331374,way
1249,Q2452591,118645289,way
1250,Q2452656,195548886,way
1251,Q2452787,191577010,way
1252,Q2454475,676306385,way
1253,Q2454607,98014681,way
1254,Q2454828,59386147,way
1255,Q2456699,418320669,way
1256,Q2457963,688681310,way
1257,Q2458441,150384155,way
1258,Q2460448,90634859,way
1259,Q2462316,128116629,way
1260,Q2463827,231059677,way
1261,Q2464241,169386377,way
1262,Q2464347,147579952,way
1263,Q2465836,202523828,way
1264,Q2468688,91139846,way
1265,Q2469511,207896595,way
1266,Q2470927,111126805,way
1267,Q2472121,939030092,way
1268,Q2472649,88739750,way
1269,Q2472658,60262559,way
1270,Q2473681,682801016,way
1271,Q2473816,116520217,way
1272,Q2474188,119108139,way
1273,Q2477143,674000591,way
1274,Q2477936,83409671,way
1275,Q2478266,3718239,relation
1276,Q2479365,227817040,way
1277,Q2479981,545313553,way
1278,Q2481682,155342457,way
1279,Q2482046,90420615,way
1280,Q2482169,117380577,way
1281,Q2482942,13793222,way
1282,Q2483198,230811511,way
1283,Q2483516,197040677,way
1284,Q2483552,286512521,way
1285,Q2485005,90536905,way
1286,Q2485207,202339586,way
1287,Q2489091,56199803,way
1288,Q2491973,191576974,way
1289,Q2495617,194676995,way
1290,Q2497828,90611845,way
1291,Q2499524,2962560,relation
1292,Q2499624,85069576,way
1293,Q2500282,663872424,way
1294,Q2505324,292171645,way
1295,Q2506455,199476384,way
1296,Q2507176,71135297,way
1297,Q2507422,148166054,way
1298,Q2508765,247696850,way
1299,Q2509633,119131783,way
1300,Q2512241,246992547,way
1301,Q2513181,228406758,way
1302,Q2513343,1025173741,way
1303,Q2513843,119344090,way
1304,Q2515996,90539355,way
1305,Q2516320,230683194,way
1306,Q2518344,682781680,way
1307,Q2518785,191577014,way
1308,Q2519044,734176491,way
1309,Q2519579,86864194,way
1310,Q2519603,10117995,relation
1311,Q2519960,397599745,way
1312,Q2519973,240639619,way
1313,Q2520976,90541482,way
1314,Q2524176,90539897,way
1315,Q2524528,32811694,way
1316,Q2525028,728298610,way
1317,Q2525189,153711809,way
1318,Q2526021,158044765,way
1319,Q2527016,396589786,way
1320,Q2529224,125155683,way
1321,Q2529468,168901038,way
1322,Q2530791,89965561,way
1323,Q2532344,303309701,way
1324,Q2533316,203294766,way
1325,Q2535211,331210370,way
1326,Q2535543,119108420,way
1327,Q2536641,248675009,way
1328,Q2536871,121053708,way
1329,Q2537444,243486070,way
1330,Q2537461,202461193,way
1331,Q2538064,109361773,way
1332,Q2538263,850977269,way
1333,Q2541095,237920317,way
1334,Q2541513,5025434,way
1335,Q2541525,22919198,way
1336,Q2541529,161241303,way
1337,Q2541814,140353988,way
1338,Q2543980,84093139,way
1339,Q2543993,392655597,way
1340,Q2544355,121969233,way
1341,Q2545185,359245572,way
1342,Q2545623,62032531,way
1343,Q2548434,245934777,way
1344,Q2549046,90443872,way
1345,Q2551859,423139,relation
1346,Q2557159,673997402,way
1347,Q2557249,142056450,way
1348,Q2557320,121194563,way
1349,Q2557768,684891594,way
1350,Q2557935,118514467,way
1351,Q2557973,690541211,way
1352,Q2561040,117298239,way
1353,Q2565200,284299176,way
1354,Q2565329,7328115,relation
1355,Q2566075,790958822,way
1356,Q2566111,194547063,way
1357,Q2566192,202339573,way
1358,Q2569105,237162095,way
1359,Q2569685,296702450,way
1360,Q2569966,263614127,way
1361,Q2573622,90600297,way
1362,Q2574483,674000058,way
1363,Q2574495,116838472,way
1364,Q2575814,122889216,way
1365,Q2576211,461216601,way
1366,Q2576823,120841630,way
1367,Q2577206,326907888,way
1368,Q2577841,204900834,way
1369,Q2577975,128116941,way
1370,Q2578596,79631475,way
1371,Q2579584,134800696,way
1372,Q2581872,59607521,way
1373,Q2582386,97827280,way
1374,Q2582606,148124695,way
1375,Q2583097,191576973,way
1376,Q2583488,310603848,way
1377,Q2583728,366925943,way
1378,Q2587087,107433394,way
1379,Q2587314,95680347,way
1380,Q2587506,65685219,way
1381,Q2587852,120399721,way
1382,Q2588568,119083937,way
1383,Q2589885,245651064,way
1384,Q2590571,117447917,way
1385,Q2591380,673511654,way
1386,Q2592337,204451697,way
1387,Q2596228,587796016,way
1388,Q2597530,35160132,way
1389,Q2597938,76288192,way
1390,Q2598000,41667577,way
1391,Q2598918,101995980,way
1392,Q2600154,121053697,way
1393,Q2600731,206303264,way
1394,Q2603959,239174574,way
1395,Q2606297,9646437,relation
1396,Q2606838,68557729,way
1397,Q2608127,130446049,way
1398,Q2609598,765856578,way
1399,Q2610120,241899274,way
1400,Q2610126,119760944,way
1401,Q2610148,151244532,way
1402,Q2610401,90544232,way
1403,Q2611177,90544797,way
1404,Q2612234,228789600,way
1405,Q2613457,90725328,way
1406,Q2614571,141730847,way
1407,Q2615154,160589250,way
1408,Q2615174,120628436,way
1409,Q2615752,177525274,way
1410,Q2615914,60085164,way
1411,Q2616150,389080369,way
1412,Q2617019,121962743,way
1413,Q2617742,13670543,relation
1414,Q2618490,120665951,way
1415,Q2618901,194925564,way
1416,Q2619384,202339589,way
1417,Q2619533,167304272,way
1418,Q2620627,90545697,way
1419,Q2620954,246059192,way
1420,Q2621995,151717764,way
1421,Q2624538,105316412,way
1422,Q2624654,90583878,way
1423,Q2627098,790976247,way
1424,Q2627946,18953879,way
1425,Q2630097,991688901,way
1426,Q2630252,1754515,relation
1427,Q2630478,462544296,way
1428,Q2633483,91140265,way
1429,Q2634480,2656095078,node
1430,Q2634904,3339263,relation
1431,Q2636724,92060042,way
1432,Q2637231,172140516,way
1433,Q2640371,79306188,way
1434,Q2643491,90499756,way
1435,Q2643617,151022250,way
1436,Q2645246,171059717,way
1437,Q2645741,117380585,way
1438,Q2648351,226853885,way
1439,Q2649669,536635638,way
1440,Q2649769,263647804,way
1441,Q2650292,100147106,way
1442,Q2650661,391973757,way
1443,Q2651059,268472905,way
1444,Q2651941,314600425,way
1445,Q2652762,90541918,way
1446,Q2655037,11877964,relation
1447,Q2655721,673971522,way
1448,Q2656355,261379229,way
1449,Q2657160,23586637,way
1450,Q2657972,96359439,way
1451,Q2658527,131630995,way
1452,Q2658534,329615117,way
1453,Q2658699,120665952,way
1454,Q2660590,191576970,way
1455,Q2660786,88569054,way
1456,Q2661974,4778195,relation
1457,Q2662154,170064246,way
1458,Q2662644,730906105,way
1459,Q2662859,125068360,way
1460,Q2663664,206516350,way
1461,Q2663842,334469759,way
1462,Q2664077,90607954,way
1463,Q2665994,168894923,way
1464,Q2666049,202242203,way
1465,Q2668533,125583747,way
1466,Q2668882,135808181,way
1467,Q2669449,157102691,way
1468,Q2670559,90728946,way
1469,Q2671803,340611385,way
1470,Q2672852,167038563,way
1471,Q2674251,1578587123,node
1472,Q2674694,247089038,way
1473,Q2675369,140353985,way
1474,Q2676011,117595312,way
1475,Q2677116,41844115,way
1476,Q2677667,83239550,way
1477,Q2678639,140353983,way
1478,Q2679074,673999791,way
1479,Q2681817,195269273,way
1480,Q2681947,151714612,way
1481,Q2682266,339991491,way
1482,Q2683875,684023664,way
1483,Q2684840,200168809,way
1484,Q2685191,90607575,way
1485,Q2685269,123477078,way
1486,Q2685726,213162716,way
1487,Q2686360,123525730,way
1488,Q2686894,90709945,way
1489,Q2687245,105578960,way
1490,Q2687434,328320019,way
1491,Q2687612,149725227,way
1492,Q2687812,315886509,way
1493,Q2687892,124186770,way
1494,Q2688056,138960872,way
1495,Q2688531,195708944,way
1496,Q2688896,142196708,way
1497,Q2688987,239160409,way
1498,Q2689236,247808190,way
1499,Q2689445,59395013,way
1500,Q2689824,16309623,way
1501,Q2690905,919857610,way
1502,Q2690985,121131915,way
1503,Q2693091,111202947,way
1504,Q2693456,191576987,way
1505,Q2694144,122484698,way
1506,Q2694477,121053702,way
1507,Q2694727,428937356,way
1508,Q2695194,263269970,way
1509,Q2697186,95983283,way
1510,Q2699139,23418769,way
1511,Q2701441,197877886,way
1512,Q2702460,242991153,way
1513,Q2703783,12332967,relation
1514,Q2706628,139968954,way
1515,Q2708572,230148897,way
1516,Q2710175,112477802,way
1517,Q2711533,398917333,way
1518,Q2713454,23566748,way
1519,Q2713844,138809135,way
1520,Q2716580,141901481,way
1521,Q2718154,8756836,way
1522,Q2720264,202061175,way
1523,Q2723606,143075749,way
1524,Q2724878,676306386,way
1525,Q2729815,5615301,relation
1526,Q2734056,731994018,way
1527,Q2735013,104788563,way
1528,Q2736107,191965158,way
1529,Q2736424,135695191,way
1530,Q2736486,4068310,relation
1531,Q2737152,191576990,way
1532,Q2738380,89751912,way
1533,Q2739808,162030222,way
1534,Q2741417,153711795,way
1535,Q2744518,133667263,way
1536,Q2744584,121053704,way
1537,Q2745714,90584191,way
1538,Q2747648,121053693,way
1539,Q2748085,90498851,way
1540,Q2748349,90540105,way
1541,Q2748989,119112323,way
1542,Q2749357,125068359,way
1543,Q2751486,475214139,node
1544,Q2751673,90719061,way
1545,Q2752359,481280989,way
1546,Q2752646,202523786,way
1547,Q2753725,100470946,way
1548,Q2753789,196011421,way
1549,Q2754185,121243175,way
1550,Q2755092,202339588,way
1551,Q2755517,334507320,way
1552,Q2755656,120433289,way
1553,Q2757915,221885435,way
1554,Q2765217,462987958,way
1555,Q2767343,90508917,way
1556,Q2771090,116021791,way
1557,Q2772238,287713642,way
1558,Q2773878,717763108,way
1559,Q2775481,78462740,way
1560,Q2776454,231011535,way
1561,Q2778913,117815597,way
1562,Q2779577,252195364,way
1563,Q2780931,240795068,way
1564,Q2781402,121053687,way
1565,Q2781518,684875566,way
1566,Q2782701,738287774,way
1567,Q2782968,230592421,way
1568,Q2784405,242452692,way
1569,Q2784875,95286552,way
1570,Q2785985,325079202,way
1571,Q2786344,52247292,way
1572,Q2786645,119501218,way
1573,Q2786678,7218482,relation
1574,Q2786762,264865713,way
1575,Q2788517,331041895,way
1576,Q2789465,218565744,way
1577,Q2789546,136047277,way
1578,Q2790054,35487632,way
1579,Q2790112,118721660,way
1580,Q2790410,117441409,way
1581,Q2791554,119113071,way
1582,Q2792904,94696153,way
1583,Q2793355,136334386,way
1584,Q2795201,156784538,way
1585,Q2795337,247750076,way
1586,Q2796067,123683886,way
1587,Q2797141,662972008,way
1588,Q2799198,673997359,way
1589,Q2799561,120665967,way
1590,Q2799670,673956852,way
1591,Q2800768,109392313,way
1592,Q2801626,136083908,way
1593,Q2803142,194707503,way
1594,Q2803246,70290569,way
1595,Q2803285,9646433,relation
1596,Q2804021,121131911,way
1597,Q2804354,59113809,way
1598,Q2805174,109381495,way
1599,Q2805249,233216423,way
1600,Q2805768,146886947,way
1601,Q2805974,125155680,way
1602,Q2806149,90124514,way
1603,Q2831966,118521078,way
1604,Q2833106,243160842,way
1605,Q2834770,202461176,way
1606,Q2834836,140412826,way
1607,Q2842436,131445652,way
1608,Q2849096,191102675,way
1609,Q2852120,124186772,way
1610,Q2853977,79731864,way
1611,Q2856348,106665587,way
1612,Q2857904,139260860,way
1613,Q2860237,82289885,way
1614,Q2860250,226564868,way
1615,Q2860980,241754620,way
1616,Q2863705,277269145,way
1617,Q2867097,103148168,way
1618,Q2867473,468062481,way
1619,Q2869130,245932425,way
1620,Q2872014,226309357,way
1621,Q2872548,86642266,way
1622,Q2874803,142884847,way
1623,Q2875200,94069368,way
1624,Q2876448,298677,relation
1625,Q2879876,359088495,way
1626,Q2882256,169042687,way
1627,Q2884330,259637322,way
1628,Q2886989,9407878,relation
1629,Q2890145,191576969,way
1630,Q2891136,61956399,way
1631,Q2892262,43973522,way
1632,Q2894788,111403277,way
1633,Q2895767,102571193,way
1634,Q2897414,24815447,way
1635,Q2897560,90540850,way
1636,Q2898606,117441413,way
1637,Q2900356,127329233,way
1638,Q2900880,2381143255,node
1639,Q2902832,104759689,way
1640,Q2904018,2370880,relation
1641,Q2904545,90394540,way
1642,Q2904568,90612089,way
1643,Q2906552,118519442,way
1644,Q2917267,247008663,way
1645,Q2917273,135784907,way
1646,Q2919823,119131787,way
1647,Q2922473,25631721,way
1648,Q2923020,6904633,relation
1649,Q2925268,242452650,way
1650,Q2927858,90607953,way
1651,Q2931615,80391862,way
1652,Q2932482,243528510,way
1653,Q2933532,396191710,way
1654,Q2934223,536632191,way
1655,Q2942518,126627387,way
1656,Q2942535,233181490,way
1657,Q2942547,9209689,relation
1658,Q2942555,149902656,way
1659,Q2942566,595945173,way
1660,Q2942568,122976202,way
1661,Q2942599,31437074,way
1662,Q2942608,248593581,way
1663,Q2942618,166771306,way
1664,Q2942636,1117826678,way
1665,Q2942668,426644151,way
1666,Q2942675,2219007,relation
1667,Q2942755,268410858,way
1668,Q2942765,297526685,way
1669,Q2942769,253313954,way
1670,Q2942780,274874951,way
1671,Q2942828,223438227,way
1672,Q2942834,268548938,way
1673,Q2942835,166536251,way
1674,Q2942854,996119156,way
1675,Q2942855,453737197,way
1676,Q2946916,119108866,way
1677,Q2947778,90724884,way
1678,Q2965848,48422026,way
1679,Q2967806,320407425,way
1680,Q2968034,140353967,way
1681,Q2969418,255128109,way
1682,Q2970051,391958357,way
1683,Q2972447,136243429,way
1684,Q2972451,164475809,way
1685,Q2972453,26658924,way
1686,Q2972457,8658124,way
1687,Q2972467,66979590,way
1688,Q2972465,164475829,way
1689,Q2972472,25599115,way
1690,Q2972477,5097728,way
1691,Q2972490,68378007,way
1692,Q2972491,35545148,way
1693,Q2972488,35396358,way
1694,Q2972492,3278507,relation
1695,Q2972498,10442974,way
1696,Q2972500,205235465,way
1697,Q2972531,121881923,way
1698,Q2972535,14455037,way
1699,Q2972533,81026714,way
1700,Q2972538,16070497,way
1701,Q2972543,15217876,way
1702,Q2972549,111547636,way
1703,Q2972562,16299793,way
1704,Q2972561,21817335,way
1705,Q2972573,7994839,way
1706,Q2972578,172237302,way
1707,Q2972576,25179417,way
1708,Q2972581,23606700,way
1709,Q2972588,27609848,way
1710,Q2972598,110471898,way
1711,Q2972602,7985969,way
1712,Q2972611,19670833,way
1713,Q2972618,167095502,way
1714,Q2972631,7738342,relation
1715,Q2972635,360032825,way
1716,Q2972633,32990159,way
1717,Q2972638,271798949,way
1718,Q2972639,125631635,way
1719,Q2972636,209680604,way
1720,Q2972643,322226182,way
1721,Q2972640,341055678,way
1722,Q2972645,157943867,way
1723,Q2972650,128219965,way
1724,Q2972655,88667101,way
1725,Q2972653,189216025,way
1726,Q2972657,107218806,way
1727,Q2972660,142399385,way
1728,Q2972666,11705286,relation
1729,Q2972667,89682673,way
1730,Q2972664,59391686,way
1731,Q2972665,31584724,way
1732,Q2972674,31254081,way
1733,Q2972677,143499968,way
1734,Q2972691,116893811,way
1735,Q2974493,318217822,way
1736,Q2984038,104148668,way
1737,Q3003255,481082214,way
1738,Q3007360,90584102,way
1739,Q3026689,203321592,way
1740,Q3027898,896780317,way
1741,Q3038948,224423381,way
1742,Q3049659,1927476976,node
1743,Q3053798,174440172,way
1744,Q3055370,1209848627,node
1745,Q3057430,80943428,way
1746,Q3058832,33447826,way
1747,Q3059864,3780201,relation
1748,Q3073294,101928064,way
1749,Q3082361,32946942,way
1750,Q3087762,117423265,way
1751,Q3089516,794179545,way
1752,Q3104681,131108963,way
1753,Q3106076,118608605,way
1754,Q3107488,94697224,way
1755,Q3111339,136148650,way
1756,Q3111381,730901903,way
1757,Q3112581,323831238,way
1758,Q3112779,90611374,way
1759,Q3123124,791130452,way
1760,Q3125940,448095010,way
1761,Q3128104,102780116,way
1762,Q3129603,98478572,way
1763,Q3129669,164687509,way
1764,Q3130270,90541729,way
1765,Q3132445,117436261,way
1766,Q3136332,245994932,way
1767,Q3146564,244917883,way
1768,Q3147940,149586021,way
1769,Q3160718,172018963,way
1770,Q3178355,118686286,way
1771,Q3182271,448099879,way
1772,Q3182747,246053438,way
1773,Q3193585,505287127,way
1774,Q3196541,58325787,way
1775,Q3213298,120316398,way
1776,Q3213415,121053690,way
1777,Q3214973,90544476,way
1778,Q3228074,314600428,way
1779,Q3234923,759980028,way
1780,Q3245882,120320187,way
1781,Q3260009,72884479,way
1782,Q3261346,639749794,way
1783,Q3265457,141913281,way
1784,Q3265563,399525444,way
1785,Q3268058,172838295,way
1786,Q3271123,174543416,way
1787,Q3278876,344252342,way
1788,Q3280174,175194193,way
1789,Q3281867,75109077,way
1790,Q3288934,90539271,way
1791,Q3292608,229340212,way
1792,Q3297338,536631660,way
1793,Q3301858,107972946,way
1794,Q3305530,103630360,way
1795,Q3320145,239860232,way
1796,Q3333012,248663402,way
1797,Q3333144,261680971,way
1798,Q3333148,903045950,way
1799,Q3333173,5389879,relation
1800,Q3341299,120478998,way
1801,Q3344663,55458284,way
1802,Q3346860,236276889,way
1803,Q3354969,198563098,way
1804,Q3355229,197399970,way
1805,Q3380319,127625819,way
1806,Q3381060,149252308,way
1807,Q3384859,759452331,way
1808,Q3387314,90544077,way
1809,Q3391181,69103429,way
1810,Q3395032,682791253,way
1811,Q3396328,334139248,way
1812,Q3398454,160337016,way
1813,Q3400224,28456951,way
1814,Q3400970,1391469,relation
1815,Q3402292,252812276,way
1816,Q3403150,117446419,way
1817,Q3405646,80640634,way
1818,Q3406766,269493259,node
1819,Q3406849,31135930,way
1820,Q3409610,122805945,way
1821,Q3417040,765857178,way
1822,Q3417606,117438575,way
1823,Q3419822,121243177,way
1824,Q3423358,460591871,way
1825,Q3430387,122121356,way
1826,Q3432967,4485565,way
1827,Q3441816,682756861,way
1828,Q3453155,90536360,way
1829,Q3457869,117446417,way
1830,Q3463456,462542590,way
1831,Q3468778,91906648,way
1832,Q3471768,319283193,way
1833,Q3474074,90541643,way
1834,Q3492254,122561202,way
1835,Q3492345,40587963,way
1836,Q3495296,452885536,way
1837,Q3495311,166437171,way
1838,Q3495317,38310265,way
1839,Q3495322,40463234,way
1840,Q3495349,26638075,way
1841,Q3495354,31755869,way
1842,Q3499179,673952971,way
1843,Q3504601,319660136,way
1844,Q3515209,119083509,way
1845,Q3528370,107433391,way
1846,Q3537938,202461171,way
1847,Q3539096,119116655,way
1848,Q3558853,137311975,way
1849,Q3570530,334139249,way
1850,Q3571197,228946279,way
1851,Q3574608,791357902,way
1852,Q3582152,39861402,way
1853,Q3583162,160628262,way
1854,Q3583740,286914377,way
1855,Q3584757,231726546,way
1856,Q3585333,305683142,way
1857,Q3585343,1110511687,way
1858,Q3585382,220585368,way
1859,Q3585452,85550395,way
1860,Q3585946,75875959,way
1861,Q3603291,136183789,way
1862,Q3616069,251909705,way
1863,Q3618642,60171216,way
1864,Q3631300,22415250,way
1865,Q3635635,38553141,way
1866,Q3635642,404814239,way
1867,Q3635698,119915574,way
1868,Q3635744,3083341,relation
1869,Q3645094,833345563,way
1870,Q3647218,25868073,way
1871,Q3662013,163494221,way
1872,Q3665606,71916813,way
1873,Q3668599,115891901,way
1874,Q3668768,261265527,way
1875,Q3669479,248975068,way
1876,Q3670677,443717827,way
1877,Q3671342,266213439,way
1878,Q3671680,265892766,way
1879,Q3672842,279333667,way
1880,Q3673185,307545799,way
1881,Q3673356,121533972,way
1882,Q3673510,496425256,way
1883,Q3676869,588762052,way
1884,Q3676874,13454179,relation
1885,Q3676872,244087177,way
1886,Q3676873,464682988,way
1887,Q3676876,150143074,way
1888,Q3676891,24731640,way
1889,Q3676889,38937074,way
1890,Q3676892,26449798,way
1891,Q3676893,150798551,way
1892,Q3676893,150798551,way
1893,Q3676893,150798551,way
1894,Q3676910,58177852,way
1895,Q3676924,32877073,way
1896,Q3676931,24046671,way
1897,Q3676928,30806072,way
1898,Q3676929,12862504,relation
1899,Q3676934,31134011,way
1900,Q3676936,463871570,way
1901,Q3676947,25453095,way
1902,Q3676944,240313916,way
1903,Q3676945,156460370,way
1904,Q3676949,169439726,way
1905,Q3676952,24587199,way
1906,Q3676959,217905469,way
1907,Q3676970,172998699,way
1908,Q3676970,172998699,way
1909,Q3676978,49747127,way
1910,Q3676977,28851589,way
1911,Q3676982,22879915,way
1912,Q3676980,79603719,way
1913,Q3700321,282720068,way
1914,Q3736898,145692496,way
1915,Q3746693,182438664,way
1916,Q3791309,58528624,way
1917,Q3892961,113616565,way
1918,Q3905833,119129049,way
1919,Q3909378,97452587,way
1920,Q3911800,184462412,way
1921,Q3932106,193097789,way
1922,Q3940935,122976183,way
1923,Q3944614,200799529,way
1924,Q3947139,247084031,way
1925,Q3979195,241136269,way
1926,Q3992600,2962562096,node
1927,Q3993208,90539625,way
1928,Q3997369,121053705,way
1929,Q4008897,245614443,way
1930,Q4024172,82270728,way
1931,Q4026586,103210293,way
1932,Q4027230,76288199,way
1933,Q4070070,944170929,way
