,wikidata,osmid,type
994,Q88979347,222187028,way
995,Q88979356,210834626,way
996,Q88979360,204820705,way
997,Q88979364,209142600,way
998,Q88979838,436888687,way
999,Q89029171,204057082,way
1000,Q89029177,204140824,way
1001,Q89029189,204935415,way
1002,Q89029888,255815146,way
1003,Q89029895,369854601,way
1004,Q89029909,1078506512,way
1005,Q89029935,68195891,way
1006,Q89030179,380043262,way
1007,Q89030319,359343438,way
1008,Q89030478,290877774,way
1009,Q89030613,459664112,way
1010,Q89030814,334547735,way
1011,Q89035088,304201172,way
1012,Q89035096,304201175,way
1013,Q89035121,527777303,way
1014,Q89035135,304161833,way
1015,Q89035152,601225691,way
1016,Q89035159,754645369,way
1017,Q89035163,602435885,way
1018,Q89035164,304160429,way
1019,Q89035230,443444205,way
1020,Q89035740,347935546,way
1021,Q89036097,344983118,way
1022,Q89036159,651678802,way
1023,Q89038646,96769662,way
1024,Q89038976,453099663,way
1025,Q89039027,681339574,way
1026,Q89039214,332105039,way
1027,Q89041376,96276813,way
1028,Q89041380,301758830,way
1029,Q89041977,467608876,way
1030,Q89042064,90169083,way
1031,Q89042322,262459647,way
1032,Q89042413,113338717,way
1033,Q89042556,304025255,way
1034,Q89042721,276277109,way
1035,Q89042725,112409337,way
1036,Q89042733,261412956,way
1037,Q89042737,261350176,way
1038,Q89042743,258142654,way
1039,Q89042747,242315692,way
1040,Q89042759,238476109,way
1041,Q89042765,211314423,way
1042,Q89047934,237382467,way
1043,Q89048128,232042792,way
1044,Q89048621,242109267,way
1045,Q89048628,304008458,way
1046,Q89048683,276264808,way
1047,Q89048977,227126008,way
1048,Q89049107,83636524,way
1049,Q89049317,192322142,way
1050,Q89049483,192322144,way
1051,Q89049719,117358034,way
1052,Q89049951,192332701,way
1053,Q89050208,197644145,way
1054,Q89050458,198143392,way
1055,Q89050948,854030927,way
1056,Q89051443,786036768,way
1057,Q89051610,786036961,way
1058,Q89086750,90176154,way
1059,Q89087077,313567247,way
1060,Q89087518,608012152,way
1061,Q89087687,311573489,way
1062,Q89087797,309259467,way
1063,Q89087901,607947634,way
1064,Q89088212,308413450,way
1065,Q89088352,313110503,way
1066,Q89088453,203942966,way
1067,Q89088562,203865889,way
1068,Q89088702,207054104,way
1069,Q89088809,188797905,way
1070,Q89088891,189268258,way
1071,Q89089088,634794595,way
1072,Q89089372,220908737,way
1073,Q89089677,505816658,way
1074,Q89089847,513814714,way
1075,Q89090006,206980178,way
1076,Q89090104,189421978,way
1077,Q89097822,531785842,way
1078,Q89097821,514263789,way
1079,Q89097824,588427764,way
1080,Q89097833,592270264,way
1081,Q89097842,7497636,relation
1082,Q89097840,364931026,way
1083,Q89102000,595796393,way
1084,Q89102061,595646481,way
1085,Q89127294,49251547,way
1086,Q89127578,254813641,way
1087,Q89127693,23154139,way
1088,Q89128149,23461728,way
1089,Q89187015,786482991,way
1090,Q89202536,216879841,way
1091,Q89207897,216879839,way
1092,Q89207901,39891053,way
1093,Q89208244,306093421,way
1094,Q89208303,208773072,way
1095,Q89208809,59725939,way
1096,Q89210766,94812996,way
1097,Q89211106,109731261,way
1098,Q89211162,168298106,way
1099,Q89211240,292484563,way
1100,Q89212162,153386557,way
1101,Q89262260,105585156,way
1102,Q89262447,105579166,way
1103,Q89262940,143116284,way
1104,Q89263049,112398496,way
1105,Q89263199,112398379,way
1106,Q89263423,105585169,way
1107,Q89263469,72235820,way
1108,Q89263475,28106463,way
1109,Q89267682,262232900,way
1110,Q89268294,97836244,way
1111,Q89268313,106688090,way
1112,Q89268321,106688033,way
1113,Q89269397,71461134,way
1114,Q89270554,80199460,way
1115,Q89270558,29551586,way
1116,Q89270661,137885006,way
1117,Q89273650,88220923,way
1118,Q89274092,87246284,way
1119,Q89274361,30095635,way
1120,Q89277345,217897618,way
1121,Q89277584,228240847,way
1122,Q89277719,84697545,way
1123,Q89277992,34026900,way
1124,Q89278622,76583888,way
1125,Q89278630,77410493,way
1126,Q89278789,854498514,way
1127,Q89278882,52674447,way
1128,Q89279146,96447890,way
1129,Q89279286,118582999,way
1130,Q89279306,104391924,way
1131,Q89279315,104391925,way
1132,Q89279320,104391932,way
1133,Q89280267,85524599,way
1134,Q89280275,84479333,way
1135,Q89280272,86203319,way
1136,Q89280280,221855873,way
1137,Q89280299,125077564,way
1138,Q89280304,104310793,way
1139,Q89281050,44842165,way
1140,Q89281059,237628252,way
1141,Q89281062,266580386,way
1142,Q89281066,243726195,way
1143,Q89281064,239042979,way
1144,Q89282737,83863483,way
1145,Q89282741,120060105,way
1146,Q89282831,218811393,way
1147,Q89283159,196783506,way
1148,Q89283260,156198312,way
1149,Q89283458,83834705,way
1150,Q89283519,133025983,way
1151,Q89283521,120059458,way
1152,Q89283529,225610630,way
1153,Q89283535,437011236,way
1154,Q89283532,37630963,way
1155,Q89283536,112510830,way
1156,Q89284037,88045232,way
1157,Q89284226,87359758,way
1158,Q89284382,74867933,way
1159,Q89284395,74948227,way
1160,Q89284991,84760166,way
1161,Q89285055,73546474,way
1162,Q89285052,28590483,way
1163,Q89285066,121980753,way
1164,Q89285069,270976969,way
1165,Q89290823,171553299,way
1166,Q89290867,81550218,way
1167,Q89290881,83897627,way
1168,Q89290885,3189559,relation
1169,Q89290890,9941839,relation
1170,Q89290937,88342981,way
1171,Q89291080,2323518,relation
1172,Q89291216,91226651,way
1173,Q89291309,91613399,way
1174,Q89291416,72029422,way
1175,Q89291492,169424703,way
1176,Q89327690,67222327,way
1177,Q89327717,38657916,way
1178,Q89328311,88453216,way
1179,Q89328834,254669448,way
1180,Q89330874,70775703,way
1181,Q89331077,70264314,way
1182,Q89331381,1903674,relation
1183,Q89332857,104314201,way
1184,Q89340146,82324263,way
1185,Q89340293,1822915,relation
1186,Q89340780,75902669,way
1187,Q89340906,58661450,way
1188,Q89340904,87605466,way
1189,Q89340919,37701078,way
1190,Q89340922,234157921,way
1191,Q89340973,36805950,way
1192,Q89341585,26653745,way
1193,Q89341848,105878111,way
1194,Q89341853,36880899,way
1195,Q89342535,36880035,way
1196,Q89343955,104314495,way
1197,Q89344411,99760317,way
1198,Q89344711,104561930,way
1199,Q89345208,29098156,way
1200,Q89346527,46041930,way
1201,Q89353307,58559891,way
1202,Q89398951,585106367,way
1203,Q89400228,120294566,way
1204,Q89402069,37795009,way
1205,Q89402419,37541494,way
1206,Q89402632,105594821,way
1207,Q89402917,95561980,way
1208,Q89403295,37812519,way
1209,Q89404599,787885222,way
1210,Q89405872,787891163,way
1211,Q89408850,120246260,way
1212,Q89408855,105556043,way
1213,Q89409369,120210456,way
1214,Q89409447,104392980,way
1215,Q89409889,26772032,way
1216,Q89410502,275476385,way
1217,Q89411084,787922753,way
1218,Q89412061,39541437,way
1219,Q89415735,787960831,way
1220,Q89429655,438017879,way
1221,Q89459700,543551005,way
1222,Q89474238,788152879,way
1223,Q89480497,788181944,way
1224,Q89481343,788184388,way
1225,Q89488705,788227752,way
1226,Q89488902,788228333,way
1227,Q89489751,788231922,way
1228,Q89503263,605193319,way
1229,Q89508983,788303920,way
1230,Q89571259,43445245,way
1231,Q89571262,181673464,way
1232,Q89571265,182792643,way
1233,Q89571270,30181059,way
1234,Q89571412,30173535,way
1235,Q89571523,30173538,way
1236,Q89584531,303739341,way
1237,Q89584539,210770591,way
1238,Q89585613,380388077,way
1239,Q89585616,259175809,way
1240,Q89585617,387929096,way
1241,Q89587878,48660474,way
1242,Q89587890,321510815,way
1243,Q89604290,66258181,way
1244,Q89604385,243333513,way
1245,Q89604638,106403690,way
1246,Q89659713,26387220,way
1247,Q89665526,464597043,way
1248,Q89665605,40107025,way
1249,Q89666535,60273443,way
1250,Q89667104,440848494,way
1251,Q89667414,310844003,way
1252,Q89667640,104187984,way
1253,Q89668242,59600405,way
1254,Q89690935,308968071,way
1255,Q89691056,309319281,way
1256,Q89705191,382666032,way
1257,Q89749381,59266592,way
1258,Q89771200,140829561,way
1259,Q89772781,369265166,way
1260,Q89874591,58734642,way
1261,Q89883496,72369873,way
1262,Q89894754,103129500,way
1263,Q89895958,366486408,way
1264,Q89897001,96562444,way
1265,Q89899044,76584096,way
1266,Q89899231,76701506,way
1267,Q89899350,69720468,way
1268,Q89899365,218811385,way
1269,Q89899380,374573719,way
1270,Q89900438,231548781,way
1271,Q89904183,105579175,way
1272,Q90017140,344093925,way
1273,Q90163305,223567732,way
1274,Q90236664,86505666,way
1275,Q90241392,525467814,way
1276,Q90241657,525475494,way
1277,Q90241907,222831433,way
1278,Q90244545,223893330,way
1279,Q90251373,790969751,way
1280,Q90252233,59452917,way
1281,Q90253827,353268244,way
1282,Q90255795,168499214,way
1283,Q90255930,291940392,way
1284,Q90256316,790977471,way
1285,Q90256815,790978432,way
1286,Q90258240,24321087,way
1287,Q90262400,27805311,way
1288,Q90262578,48144380,way
1289,Q90293303,386691260,way
1290,Q90294150,77646463,way
1291,Q90294993,303474781,way
1292,Q90295493,365325861,way
1293,Q90295969,365330024,way
1294,Q90297028,758663670,way
1295,Q90297234,344153670,way
1296,Q90297624,220383346,way
1297,Q90298268,187683433,way
1298,Q90298701,246368172,way
1299,Q90298862,440955494,way
1300,Q90298873,440352307,way
1301,Q90298892,204048142,way
1302,Q90298917,202161293,way
1303,Q90299455,202804364,way
1304,Q90301276,559017799,way
1305,Q90301281,163752659,way
1306,Q90309512,791122893,way
1307,Q90414226,154163530,way
1308,Q90414268,169328082,way
1309,Q90414303,169329288,way
1310,Q90415060,184151138,way
1311,Q90415067,605862935,way
1312,Q90415075,80360196,way
1313,Q90416172,168103464,way
1314,Q90416268,114919180,way
1315,Q90416316,43388465,way
1316,Q90416603,30920533,way
1317,Q90416625,82314099,way
1318,Q90416797,791540305,way
1319,Q90418998,205359477,way
1320,Q90421265,240713047,way
1321,Q90421532,176034467,way
1322,Q90422284,134101316,way
1323,Q90422289,117852511,way
1324,Q90422304,30180406,way
1325,Q90422703,89584656,way
1326,Q90424417,169351988,way
1327,Q90424614,247672373,way
1328,Q90425333,346475239,way
1329,Q90426619,109506896,way
1330,Q90426633,120553066,way
1331,Q90426640,223461725,way
1332,Q90426646,223461724,way
1333,Q90426648,75543302,way
1334,Q90427371,791561987,way
1335,Q90483861,526842556,way
1336,Q90485013,217123967,way
1337,Q90485018,44008668,way
1338,Q90487513,6597926,relation
1339,Q90487538,6511789151,node
1340,Q90488851,111244323,way
1341,Q90489117,88828879,way
1342,Q90490172,525379196,way
1343,Q90490173,121784769,way
1344,Q90490573,791682563,way
1345,Q90490704,212383459,way
1346,Q90490761,223611229,way
1347,Q90490819,142229741,way
1348,Q90490993,303876295,way
1349,Q90490998,221531189,way
1350,Q90491072,51143357,way
1351,Q90491998,114920705,way
1352,Q90492298,35769308,way
1353,Q90492550,443412215,way
1354,Q90493083,204437414,way
1355,Q90493484,37689534,way
1356,Q90493589,396047713,way
1357,Q90494439,143468737,way
1358,Q90494856,55218369,way
1359,Q90498207,143009580,way
1360,Q90498765,185548682,way
1361,Q90499642,170981148,way
1362,Q90500038,32610572,way
1363,Q90500115,259712360,way
1364,Q90500210,751252924,way
1365,Q90500229,78407597,way
1366,Q90500262,38657968,way
1367,Q90500350,195161164,way
1368,Q90500390,30160587,way
1369,Q90500748,220908740,way
1370,Q90501649,206997582,way
1371,Q90502678,311955742,way
1372,Q90503013,48901739,way
1373,Q90503381,203868438,way
1374,Q90503920,436697834,way
1375,Q90504086,280845050,way
1376,Q90504434,30009220,way
1377,Q90505685,580873272,way
1378,Q90507391,77352556,way
1379,Q90508468,75428857,way
1380,Q90508906,7547637,relation
1381,Q90522627,157741971,way
1382,Q90522950,680987689,way
1383,Q90525766,791749441,way
1384,Q90566571,791846776,way
1385,Q90567392,547599054,way
1386,Q90568327,791854662,way
1387,Q90568347,35954092,way
1388,Q90568353,40554719,way
1389,Q90569603,258148853,way
1390,Q90569608,258148854,way
1391,Q90569612,258148855,way
1392,Q90569617,258148856,way
1393,Q90570048,791866767,way
1394,Q90574107,53690372,way
1395,Q90574382,2172780,relation
1396,Q90574424,55571888,way
1397,Q90574648,91265572,way
1398,Q90590533,55883371,way
1399,Q90591557,105212753,way
1400,Q90591861,5982575,relation
1401,Q90592074,7524454,relation
1402,Q90592316,7531134,relation
1403,Q90592462,85426939,way
1404,Q90593007,339874665,way
1405,Q90593465,51182601,way
1406,Q90594224,81369643,way
1407,Q90594362,191283947,way
1408,Q90594675,67144904,way
1409,Q90594842,49335300,way
1410,Q90595645,103623204,way
1411,Q90597851,53331063,way
1412,Q90599126,791949020,way
1413,Q90599748,791949271,way
1414,Q90675439,792081870,way
1415,Q90675951,131181367,way
1416,Q90678661,162448185,way
1417,Q90678941,792105340,way
1418,Q90678960,792107876,way
1419,Q90678965,50261385,way
1420,Q90678974,792108899,way
1421,Q90679403,792110773,way
1422,Q90679655,792111749,way
1423,Q90680063,792113839,way
1424,Q90680201,792119265,way
1425,Q90685405,276869571,way
1426,Q90685416,792160083,way
1427,Q90687812,385671357,way
1428,Q90688055,42361969,way
1429,Q90688179,792159966,way
1430,Q90688198,792157508,way
1431,Q90688217,792155782,way
1432,Q90688247,792163792,way
1433,Q90695056,374822046,way
1434,Q90695506,13799101,relation
1435,Q90696026,72672601,way
1436,Q90696257,168705753,way
1437,Q90696429,792202191,way
1438,Q90696859,792203558,way
1439,Q90698590,115553733,way
1440,Q90699750,142396912,way
1441,Q90699756,224346036,way
1442,Q90700255,2290217,relation
1443,Q90700812,7648068,relation
1444,Q90701137,172268986,way
1445,Q90701167,167425574,way
1446,Q90701198,566768463,way
1447,Q90721000,549695938,way
1448,Q90721166,149848247,way
1449,Q90722481,792297159,way
1450,Q90723871,435779438,way
1451,Q90725365,423872622,way
1452,Q90725373,160087513,way
1453,Q90725394,188671541,way
1454,Q90725547,148086279,way
1455,Q90726643,96395495,way
1456,Q90726640,110023645,way
1457,Q90726649,559568514,way
1458,Q90728107,77663726,way
1459,Q90728104,34910848,way
1460,Q90728114,143380056,way
1461,Q90728365,77451514,way
1462,Q90728770,167985812,way
1463,Q90729054,103207369,way
1464,Q90729230,70873142,way
1465,Q90729401,104540476,way
1466,Q90729407,37372866,way
1467,Q90729413,376395373,way
1468,Q90729442,96679311,way
1469,Q90729758,174261787,way
1470,Q90729886,72524285,way
1471,Q90731857,14004578,relation
1472,Q90732033,536929399,way
1473,Q90732078,223918801,way
1474,Q90732086,160188754,way
1475,Q90732095,14011581,relation
1476,Q90732101,229222716,way
1477,Q90732105,14020448,relation
1478,Q90787831,14056134,relation
1479,Q90788019,425368146,way
1480,Q90788170,39192509,way
1481,Q90788459,425340231,way
1482,Q90788468,236286504,way
1483,Q90788478,173619178,way
1484,Q90788477,146345853,way
1485,Q90788544,174737887,way
1486,Q90788919,99464951,way
1487,Q90789104,254866615,way
1488,Q90789505,175845205,way
1489,Q90790092,51200916,way
1490,Q90790244,264301067,way
1491,Q90790275,182058713,way
1492,Q90790273,128812986,way
1493,Q90790283,30293336,way
1494,Q90790281,137455053,way
1495,Q90791554,343924764,way
1496,Q90795056,352267839,way
1497,Q90807765,553786128,way
1498,Q90807841,553784108,way
1499,Q90834783,578831197,way
1500,Q90884105,102677628,way
1501,Q90916938,793016851,way
1502,Q90918879,80340734,way
1503,Q90929830,207201534,way
1504,Q90930364,145943378,way
1505,Q90930546,296130260,way
1506,Q90930716,74487943,way
1507,Q90931034,72603187,way
1508,Q90931174,72603220,way
1509,Q90931300,147541268,way
1510,Q90931439,86221692,way
1511,Q90932365,91882638,way
1512,Q90994900,793161318,way
1513,Q91005050,81527667,way
1514,Q91005504,204678625,way
1515,Q91006545,127322193,way
1516,Q91008047,758084674,way
1517,Q91008293,92444028,way
1518,Q91008474,216379955,way
1519,Q91008669,90607378,way
1520,Q91008859,75472161,way
1521,Q91013490,129577577,way
1522,Q91013496,230708539,way
1523,Q91013625,238203225,way
1524,Q91013636,230346891,way
1525,Q91014300,645944519,way
1526,Q91014432,258125587,way
1527,Q91014440,115418423,way
1528,Q91014447,519567472,way
1529,Q91014444,258757722,way
1530,Q91014468,793254594,way
1531,Q91014476,650760150,way
1532,Q91015380,60433339,way
1533,Q91015385,203475404,way
1534,Q91015397,210006880,way
1535,Q91015444,596675392,way
1536,Q91015798,670402593,way
1537,Q91015972,215197187,way
1538,Q91016107,215548645,way
1539,Q91016243,217770381,way
1540,Q91016366,217444711,way
1541,Q91016500,694350600,way
1542,Q91016532,217187008,way
1543,Q91016533,791859911,way
1544,Q91016537,499682337,way
1545,Q91016543,379349581,way
1546,Q91016547,216998315,way
1547,Q91016563,216066224,way
1548,Q91016573,223051687,way
1549,Q91016582,608161856,way
1550,Q91016599,221848310,way
1551,Q91016687,221572806,way
1552,Q91017063,221956674,way
1553,Q91017198,333036320,way
1554,Q91019600,223149669,way
1555,Q91019711,783332720,way
1556,Q91019817,225124160,way
1557,Q91019941,225430816,way
1558,Q91020073,225438223,way
1559,Q91020343,220251663,way
1560,Q91020350,220207366,way
1561,Q91020356,220031073,way
1562,Q91020361,662231932,way
1563,Q91020369,219441086,way
1564,Q91020376,219787182,way
1565,Q91020380,218697817,way
1566,Q91020390,783259053,way
1567,Q91020476,303485683,way
1568,Q91020922,546141419,way
1569,Q91021083,595656340,way
1570,Q91021227,657014157,way
1571,Q91021231,595821061,way
1572,Q91021235,289682941,way
1573,Q91021239,783243997,way
1574,Q91021244,303485724,way
1575,Q91021248,656907222,way
1576,Q91021255,655319829,way
1577,Q91021291,546308235,way
1578,Q91021537,210227751,way
1579,Q91021657,176933379,way
1580,Q91021779,210943582,way
1581,Q91022158,203563893,way
1582,Q91022349,520017408,way
1583,Q91022380,244450593,way
1584,Q91022384,217123850,way
1585,Q91022403,217123849,way
1586,Q91022529,254055462,way
1587,Q91022636,254054694,way
1588,Q91023350,235642656,way
1589,Q91023355,190899927,way
1590,Q91023352,154798753,way
1591,Q91024244,124438946,way
1592,Q91024904,115418426,way
1593,Q91025102,59012510,way
1594,Q91025301,58295098,way
1595,Q91025309,159809473,way
1596,Q91025313,92705817,way
1597,Q91025317,159812004,way
1598,Q91025325,72350054,way
1599,Q91025334,64124437,way
1600,Q91025332,58295101,way
1601,Q91025341,58298711,way
1602,Q91025466,119496882,way
1603,Q91025684,63844988,way
1604,Q91025843,263473241,way
1605,Q91025954,81339170,way
1606,Q91026098,643046486,way
1607,Q91028448,76257776,way
1608,Q91028454,101884409,way
1609,Q91028452,61651676,way
1610,Q91028456,63434689,way
1611,Q91028521,115219144,way
1612,Q91028762,489574370,way
1613,Q91028894,292312625,way
1614,Q91029040,114343562,way
1615,Q91029150,303083811,way
1616,Q91029371,120587473,way
1617,Q91029529,138474948,way
1618,Q91029565,169632374,way
1619,Q91029707,288472048,way
1620,Q91029719,59851304,way
1621,Q91029723,118929444,way
1622,Q91029720,59852067,way
1623,Q91029728,119043881,way
1624,Q91029729,38212520,way
1625,Q91029735,230102386,way
1626,Q91029732,59242091,way
1627,Q91029733,118931866,way
1628,Q91029736,118514110,way
1629,Q91083613,793407128,way
1630,Q91083742,112702337,way
1631,Q91085952,793410395,way
1632,Q91087146,501224041,way
1633,Q91087147,370695375,way
1634,Q91087144,793412385,way
1635,Q91087173,59574803,way
1636,Q91087366,113244753,way
1637,Q91087966,109084635,way
1638,Q91088141,80298522,way
1639,Q91088326,673352030,way
1640,Q91088333,242747163,way
1641,Q91090362,501227782,way
1642,Q91092805,76437739,way
1643,Q91092813,78007232,way
1644,Q91093380,178067685,way
1645,Q91094182,186697886,way
1646,Q91094197,75479503,way
1647,Q91094223,43070247,way
1648,Q91094602,230115632,way
1649,Q91094819,91774790,way
1650,Q91095544,314869379,way
1651,Q91095548,91784546,way
1652,Q91096119,184676339,way
1653,Q91096314,219239373,way
1654,Q91097012,83117428,way
1655,Q91097020,75480286,way
1656,Q91097041,294159177,way
1657,Q91097048,169645154,way
1658,Q91097102,165902163,way
1659,Q91097332,139899652,way
1660,Q91098703,134429673,way
1661,Q91098721,183727699,way
1662,Q91098727,164318222,way
1663,Q91099898,164373389,way
1664,Q91100595,67397615,way
1665,Q91101453,58336474,way
1666,Q91101494,72390761,way
1667,Q91103700,421483161,way
1668,Q91103707,358891704,way
1669,Q91103714,184349657,way
1670,Q91104360,234905549,way
1671,Q91104728,112631175,way
1672,Q91104896,186697882,way
1673,Q91104905,793510845,way
1674,Q91104909,123854068,way
1675,Q91104913,179950591,way
1676,Q91110567,174965472,way
1677,Q91110903,123889604,way
1678,Q91111179,74980437,way
1679,Q91111188,422662428,way
1680,Q91260671,219525880,way
1681,Q91260861,190660773,way
1682,Q91261021,301300564,way
1683,Q91261523,252283641,way
1684,Q91262287,794188437,way
1685,Q91262917,794188995,way
1686,Q91301951,135423126,way
1687,Q91302287,379062097,way
1688,Q91302741,794287952,way
1689,Q91303177,360515206,way
1690,Q91336647,200859513,way
1691,Q91336722,177292557,way
1692,Q91337027,397042507,way
1693,Q91337138,177271558,way
1694,Q91337581,177292533,way
1695,Q91337585,177527044,way
1696,Q91337590,221455485,way
1697,Q91337795,289311084,way
1698,Q91337913,221167046,way
1699,Q91337996,289642458,way
1700,Q91338354,391266765,way
1701,Q91338538,372582447,way
1702,Q91338545,289311083,way
1703,Q91339701,411050585,way
1704,Q91339888,288619533,way
1705,Q91339898,288619535,way
1706,Q91339906,119569685,way
1707,Q91340117,289936265,way
1708,Q91340298,284852379,way
1709,Q91340518,328880259,way
1710,Q91340765,284485799,way
1711,Q91340768,166140756,way
1712,Q91342262,158004392,way
1713,Q91342280,158096370,way
1714,Q91343046,203511725,way
1715,Q91350183,207854785,way
1716,Q91350197,22883490,way
1717,Q91350438,23053824,way
1718,Q91350804,100680963,way
1719,Q91351286,147086857,way
1720,Q91351837,2326410,relation
1721,Q91351845,41736981,way
1722,Q91351855,166053142,way
1723,Q91351860,306562463,way
1724,Q91448643,60893638,way
1725,Q91449331,165325516,way
1726,Q91450886,227852315,way
1727,Q91463321,45286963,way
1728,Q91463450,40740669,way
1729,Q91463623,96621464,way
1730,Q91463690,102660250,way
1731,Q91464534,261352910,way
1732,Q91465476,172494684,way
1733,Q91465816,143276362,way
1734,Q91465827,143276191,way
1735,Q91465830,151626901,way
1736,Q91465834,173698521,way
1737,Q91471574,271934708,way
1738,Q91471572,377445096,way
1739,Q91471578,547236641,way
1740,Q91471582,550904127,way
1741,Q91488217,551369849,way
1742,Q91488412,305260703,way
1743,Q91488895,615098453,way
1744,Q91489110,681825691,way
1745,Q91489287,550983511,way
1746,Q91489438,300647890,way
1747,Q91490226,794998527,way
1748,Q91490545,300654463,way
1749,Q91490744,589576283,way
1750,Q91490982,285610227,way
1751,Q91492063,300654476,way
1752,Q91492840,166102261,way
1753,Q91493832,227360437,way
1754,Q91494243,164065593,way
1755,Q91495789,199226702,way
1756,Q91496448,732183883,way
1757,Q91496831,293065278,way
1758,Q91607394,376086290,way
1759,Q91607651,125508908,way
1760,Q91607971,590880437,way
1761,Q91608417,375540153,way
1762,Q91608675,305260332,way
1763,Q91609771,305260315,way
1764,Q91609996,733664158,way
1765,Q91611307,267438120,way
1766,Q91611313,301098556,way
1767,Q91611679,477683921,way
1768,Q91351867,294764956,way
1769,Q91351870,94783002,way
1770,Q91353180,64692898,way
1771,Q91354040,794559667,way
1772,Q91354547,62114840,way
1773,Q91354730,794561600,way
1774,Q91354736,186926629,way
1775,Q91354751,794562571,way
1776,Q91355306,164825719,way
1777,Q91355439,110565082,way
1778,Q91356815,794567904,way
1779,Q91357272,407984218,way
1780,Q91358108,794569134,way
1781,Q91358583,260121636,way
1782,Q91358691,266820336,way
1783,Q91359212,301162901,way
1784,Q91359729,119869784,way
1785,Q91361531,136090663,way
1786,Q91362033,794574041,way
1787,Q91363020,794706981,way
1788,Q91424126,794723997,way
1789,Q91426338,286146644,way
1790,Q91426647,367617258,way
1791,Q91435633,794772233,way
1792,Q91435737,794772234,way
1793,Q91435751,794775371,way
1794,Q91435749,794775140,way
1795,Q91435758,495637195,way
1796,Q91437413,174152350,way
1797,Q91447709,190356723,way
1798,Q91448340,190352467,way
1799,Q91448536,60738392,way
1800,Q91611682,301098563,way
1801,Q91611745,333068884,way
1802,Q91613262,795240197,way
1803,Q91613286,450619269,way
1804,Q91613291,301098493,way
1805,Q91613298,795242932,way
1806,Q91616078,795252218,way
1807,Q91617023,305149956,way
1808,Q91617021,305149972,way
1809,Q91617025,290765774,way
1810,Q91617195,305149960,way
1811,Q91617486,772871435,way
1812,Q91617984,305151493,way
1813,Q91618279,287317000,way
1814,Q91618780,284852389,way
1815,Q91618786,119563877,way
1816,Q91618791,284485802,way
1817,Q91618796,288033244,way
1818,Q91618800,288125500,way
1819,Q91619402,161496482,way
1820,Q91619613,177198954,way
1821,Q91619828,561787960,way
1822,Q91620106,228398746,way
1823,Q91620322,85648632,way
1824,Q91620687,379062096,way
1825,Q91620961,381973261,way
1826,Q91624298,360515208,way
1827,Q91624483,109089983,way
1828,Q91624717,191569698,way
1829,Q91624991,288125501,way
1830,Q91625019,286088085,way
1831,Q91625020,290765777,way
1832,Q91625024,286088109,way
1833,Q91625031,286088084,way
1834,Q91625047,795285036,way
1835,Q91626744,219712511,way
1836,Q91626918,91018224,way
1837,Q91626916,739597148,way
1838,Q91626921,328775158,way
1839,Q91626924,241500243,way
1840,Q91626929,330339670,way
1841,Q91626937,264921729,way
1842,Q91628387,179619151,way
1843,Q91628406,795296935,way
1844,Q91629431,179038348,way
1845,Q91629749,371240180,way
1846,Q91629821,184989764,way
1847,Q91630232,382642677,way
1848,Q91630244,170064505,way
1849,Q91630257,180969673,way
1850,Q91630266,386204286,way
1851,Q91632638,345938508,way
1852,Q91636879,370144624,way
1853,Q91636882,346318280,way
1854,Q91636886,370144544,way
1855,Q91636899,396917703,way
1856,Q91636922,320775571,way
1857,Q91637384,795332302,way
1858,Q91638385,795337826,way
1859,Q91638725,306383358,way
1860,Q91638728,212284742,way
1861,Q91638735,795341808,way
1862,Q91648914,211453294,way
1863,Q91649668,310502236,way
1864,Q91649809,310528766,way
1865,Q91650049,460138260,way
1866,Q91650909,795383224,way
1867,Q91650915,560451785,way
1868,Q91650916,560455363,way
1869,Q91651358,291942903,way
1870,Q91651696,515825426,way
1871,Q91652494,795392043,way
1872,Q91653526,290401662,way
1873,Q91654050,28088228,way
1874,Q91654358,506574017,way
1875,Q91654360,290401661,way
1876,Q91654366,82905192,way
1877,Q91654422,185634065,way
1878,Q91655232,461172358,way
1879,Q91655723,56474848,way
1880,Q91655939,56467453,way
1881,Q91782602,400618808,way
1882,Q91782835,165325515,way
1883,Q91783263,328616495,way
1884,Q91783644,165325514,way
1885,Q91783650,165326655,way
1886,Q91783654,321712007,way
1887,Q91783663,228327146,way
1888,Q91783676,450353028,way
1889,Q91783688,795678632,way
1890,Q91783692,276523507,way
1891,Q91783721,328778673,way
1892,Q91783724,255104044,way
1893,Q91783738,795683196,way
1894,Q91783768,223076836,way
1895,Q91783777,79514730,way
1896,Q91783783,165315930,way
1897,Q91783793,95012480,way
1898,Q91800239,226052532,way
1899,Q91800244,795767797,way
1900,Q91800251,291900856,way
1901,Q91804711,795781526,way
1902,Q91804708,211265037,way
1903,Q91804709,795780304,way
1904,Q91806676,587496719,way
1905,Q91806690,219839063,way
1906,Q91808567,795796815,way
1907,Q91809955,795802181,way
1908,Q91810367,789344419,way
1909,Q91811292,795805304,way
1910,Q91812028,795807326,way
1911,Q91812039,231078150,way
1912,Q91812258,671101819,way
1913,Q91852839,90487212,way
1914,Q91859893,11033550,relation
1915,Q91900353,164399877,way
1916,Q91900384,380438678,way
1917,Q91900696,164639535,way
1918,Q91900888,164639534,way
1919,Q91901131,134275477,way
1920,Q91901779,134642456,way
1921,Q91901785,134642440,way
1922,Q91904248,184402579,way
1923,Q91904274,134760574,way
1924,Q91904350,245419698,way
